,event_id,case_type,time,centroid_lat,centroid_lon,speed_kmh,direction_deg,major_axis_km,minor_axis_km,orientation_deg,age,cell_volume,cell_top,projected_area,mean_area,max_dbz,height_max_dbz,VIL,storm_intensity,hail_mass,hail_mass_aloft,reflectivity_threshold,hail_probability_pct
11,110,history,2025-11-24 00:02:00,-27.1523,154.9291,42.3847,37.7668,16.9171,13.9285,126.052,6368.0,4664.25,15.625,740.25,327.316,68.5,2.5,201.706,4.0,10.3385,141.323,35.0,100.0
12,110,current,2025-11-24 00:07:00,-27.1104,154.9347,37.4979,38.4298,15.6329,14.2251,152.708,6368.0,4543.17,15.625,698.625,336.531,67.5,6.25,207.591,4.0,10.5132,148.468,35.0,100.0
13,110,forecast,2025-11-24 00:12:00,-27.0884,154.9544,37.4979,38.4298,15.1258,13.7636,152.708,6368.0,4543.17,15.625,698.625,336.531,67.5,6.25,207.591,4.0,10.5132,148.468,35.0,100.0
14,110,forecast,2025-11-24 00:17:00,-27.0664,154.974,37.4979,38.4298,14.6011,13.2862,152.708,6368.0,4543.17,15.625,698.625,336.531,67.5,6.25,207.591,4.0,10.5132,148.468,35.0,100.0
15,110,forecast,2025-11-24 00:22:00,-27.0444,154.9936,37.4979,38.4298,14.0569,12.791,152.708,6368.0,4543.17,15.625,698.625,336.531,67.5,6.25,207.591,4.0,10.5132,148.468,35.0,100.0
16,110,forecast,2025-11-24 00:27:00,-27.0223,155.0132,37.4979,38.4298,13.4907,12.2758,152.708,6368.0,4543.17,15.625,698.625,336.531,67.5,6.25,207.591,4.0,10.5132,148.468,35.0,100.0
17,110,forecast,2025-11-24 00:32:00,-27.0003,155.0328,37.4979,38.4298,12.8997,11.738,152.708,6368.0,4543.17,15.625,698.625,336.531,67.5,6.25,207.591,4.0,10.5132,148.468,35.0,100.0
18,110,forecast,2025-11-24 00:37:00,-26.9783,155.0523,37.4979,38.4298,12.2802,11.1743,152.708,6368.0,4543.17,15.625,698.625,336.531,67.5,6.25,207.591,4.0,10.5132,148.468,35.0,100.0
19,113,history,2025-11-23 23:57:00,-27.3791,154.9665,45.9236,37.4553,5.54009,1.38971,158.059,5710.0,52.7344,5.125,24.1875,17.5781,42.016,3.25,2.28347,0.0,0.0,0.0,35.0,0.0
20,64,history,2025-11-23 23:07:00,-28.1868,154.2103,52.3397,46.9264,14.5564,10.8244,116.112,7420.0,3377.11,14.125,495.0,250.156,67.5,3.25,161.034,4.0,8.08535,53.5641,35.0,100.0
21,65,history,2025-11-23 23:07:00,-28.5913,154.0137,50.9194,60.8418,8.85159,3.05442,43.2986,7800.0,510.047,11.125,84.9375,52.3125,59.844,4.0,48.6351,3.0,1.89426,5.52982,35.0,100.0
22,68,history,2025-11-23 23:07:00,-28.7063,153.8593,50.8263,64.676,13.731,6.58509,22.9716,7800.0,1686.66,13.375,284.062,132.287,60.888,1.75,62.0791,3.0,2.44102,6.93106,35.0,100.0
23,71,history,2025-11-23 23:07:00,-28.7677,153.7237,45.266,69.8459,2.56626,1.74427,58.1541,7800.0,33.3281,5.125,14.0625,8.8875,42.096,2.5,2.50924,0.0,0.0,0.0,35.0,0.0
24,73,history,2025-11-23 23:07:00,-28.9749,153.7627,56.8663,58.8922,4.93645,3.08302,33.3825,5700.0,158.625,7.375,47.8125,26.4375,52.536,1.75,10.1236,2.0,0.26821,0.0,35.0,0.0
25,73,history,2025-11-23 23:12:00,-28.9472,153.8185,71.6918,56.8831,5.21049,1.6838,43.6704,5700.0,72.5625,5.875,27.5625,16.125,46.344,1.75,4.66794,0.0,0.0939955,0.0,35.0,0.0
26,73,history,2025-11-23 23:17:00,-28.9353,153.8577,65.0696,60.6135,3.46711,1.13613,49.4417,5700.0,31.2188,5.125,12.375,8.325,44.582,1.75,3.33859,0.0,0.0,0.0,35.0,0.0
27,74,history,2025-11-23 23:07:00,-28.8972,153.6808,56.5425,58.8084,12.3978,6.35451,89.0884,6492.0,1166.48,10.375,247.5,129.609,60.54,3.25,47.1972,3.0,1.87036,4.5482,35.0,80.0
28,75,history,2025-11-23 23:07:00,-28.9883,153.6203,57.6841,59.6463,4.07668,1.18585,62.7473,5100.0,41.7656,5.875,15.1875,9.28125,44.88,2.5,4.02979,0.0,0.0,0.0,35.0,0.0
29,76,history,2025-11-23 23:07:00,-28.5042,154.2269,52.6337,52.8038,8.58172,3.85985,50.8104,7344.0,352.266,6.625,104.062,67.0982,49.056,1.75,6.97681,2.0,0.158348,0.0,35.0,0.0
30,77,history,2025-11-23 23:07:00,-28.4458,154.1781,52.6212,52.4431,8.06095,2.33225,37.29,7353.0,160.312,5.875,59.0625,35.625,45.924,1.75,4.59375,0.0,0.0590576,0.0,35.0,0.0
31,80,history,2025-11-23 23:12:00,-28.6501,153.9471,57.4712,60.1112,19.6139,6.40836,40.5758,8100.0,2603.81,12.625,394.875,216.984,65.106,1.75,96.9193,4.0,4.37563,25.9388,35.0,100.0
32,81,history,2025-11-23 23:12:00,-28.472,154.2286,38.7094,49.0836,8.38924,6.55222,32.7385,8100.0,604.125,7.375,172.688,100.688,50.592,1.75,9.64728,2.0,0.254524,0.0,35.0,0.0
33,82,history,2025-11-23 23:12:00,-28.1425,154.2165,54.464,39.0557,13.7493,10.8997,135.773,8400.0,3175.03,14.125,470.812,235.188,69.0,4.75,197.843,4.0,10.1759,58.2057,35.0,100.0
34,82,history,2025-11-23 23:17:00,-28.0943,154.2407,55.5537,34.8332,13.7818,9.91267,121.08,8400.0,3019.78,14.125,429.188,223.688,70.0,7.0,239.431,4.0,12.8422,87.6751,35.0,100.0
35,83,history,2025-11-23 23:12:00,-28.8573,153.7156,59.042,55.215,11.2654,7.86739,65.6,10500.0,1293.05,12.625,278.438,114.938,59.088,3.25,39.6702,3.0,1.43456,1.0424,35.0,90.0
36,83,history,2025-11-23 23:17:00,-28.8319,153.74,54.1373,52.2962,12.1515,6.58645,46.2524,10500.0,1195.17,10.375,251.438,132.797,57.828,1.75,31.866,3.0,1.11785,1.27695,35.0,70.0
37,83,history,2025-11-23 23:22:00,-28.8046,153.7718,50.2092,48.1346,13.5555,4.70226,42.3823,10500.0,1009.55,10.375,200.25,112.172,59.95,4.0,43.5089,3.0,1.68526,3.3176,35.0,80.0
38,83,history,2025-11-23 23:27:00,-28.7844,153.8065,49.486,46.9841,13.9893,4.33887,43.8345,10500.0,1007.44,11.125,190.688,103.327,61.108,1.75,47.2538,3.0,1.86363,2.84914,35.0,90.0
39,83,history,2025-11-23 23:32:00,-28.7604,153.8425,50.0425,51.0716,13.6312,4.15074,45.9649,10500.0,1024.31,11.875,177.75,97.5536,60.54,3.25,45.1958,3.0,1.70563,2.98431,35.0,90.0
40,83,history,2025-11-23 23:37:00,-28.7389,153.882,52.0313,54.7527,12.4427,4.67671,44.7355,10500.0,1103.2,11.875,182.812,105.067,58.104,3.25,37.2697,3.0,1.31747,2.8236,35.0,90.0
41,83,history,2025-11-23 23:42:00,-28.7127,153.9233,54.8348,55.7455,12.1707,4.63413,42.9688,10500.0,1003.64,11.875,177.188,95.5848,59.62,2.5,40.7294,3.0,1.47312,2.74359,35.0,80.0
42,83,history,2025-11-23 23:47:00,-28.6802,153.9719,54.6918,56.7802,10.3093,4.93243,38.9197,10500.0,960.609,12.625,159.75,85.3875,61.896,3.25,70.0221,3.0,2.93091,8.71832,35.0,100.0
43,83,history,2025-11-23 23:52:00,-28.6514,154.0183,57.622,55.9582,10.7253,4.95814,36.8077,10500.0,977.906,12.625,167.062,86.925,61.46,1.75,55.534,3.0,2.19286,2.96004,35.0,100.0
44,84,history,2025-11-23 23:12:00,-28.1897,154.4036,54.0663,38.0014,4.77788,2.211,30.054,8400.0,118.547,7.375,33.1875,19.7578,50.592,1.75,9.62004,2.0,0.237248,0.0,35.0,0.0
45,84,history,2025-11-23 23:17:00,-28.172,154.4349,52.3115,35.7884,3.24288,1.87724,40.4585,8400.0,51.8906,5.875,19.125,11.5312,46.014,1.75,4.20675,0.0,0.059881,0.0,35.0,0.0
46,86,history,2025-11-23 23:17:00,-28.5812,154.0636,50.5284,58.6658,29.4338,7.20849,48.2164,9900.0,3507.47,11.875,666.562,311.775,63.556,2.5,73.8348,3.0,3.19726,15.3982,35.0,100.0
47,86,history,2025-11-23 23:22:00,-28.56,154.0941,48.3613,57.3829,29.9092,7.69257,45.6938,9900.0,3564.84,11.875,722.812,316.875,65.55,4.0,91.3246,4.0,4.07358,17.1474,35.0,100.0
48,86,history,2025-11-23 23:27:00,-28.535,154.138,50.6774,56.7109,26.8154,7.75879,42.6215,9900.0,3449.67,14.125,653.625,255.531,63.924,1.75,84.5011,3.0,3.56629,11.4219,35.0,100.0
49,86,history,2025-11-23 23:32:00,-28.5151,154.1834,54.2702,58.7362,25.8928,6.99801,40.2534,9900.0,3180.09,13.375,569.25,249.419,62.976,1.75,75.3228,3.0,3.13915,17.656,35.0,100.0
50,86,history,2025-11-23 23:37:00,-28.4992,154.2195,54.7637,60.9671,26.3573,6.30405,39.5354,9900.0,2881.83,13.375,522.0,240.152,61.584,4.0,67.9559,3.0,2.75801,13.6737,35.0,100.0
51,86,history,2025-11-23 23:42:00,-28.4817,154.2517,51.1968,61.776,25.0554,5.75263,39.1903,9900.0,2591.58,13.375,452.812,215.965,61.34,1.75,53.2331,3.0,2.06802,10.8218,35.0,100.0
52,88,history,2025-11-23 23:22:00,-28.0434,154.2662,58.9057,30.9305,12.8459,10.4816,105.791,7569.0,2890.69,13.375,423.0,226.721,68.0,4.75,159.347,4.0,8.06781,45.0997,35.0,100.0
53,88,history,2025-11-23 23:27:00,-28.0092,154.2893,57.6784,31.5267,12.8236,10.1228,92.7818,7569.0,2716.03,13.375,407.812,213.022,64.98,4.75,113.045,3.0,5.26702,27.3689,35.0,100.0
54,88,history,2025-11-23 23:32:00,-27.9765,154.3072,54.3139,33.6336,13.9146,9.56074,96.9691,7569.0,2607.61,13.375,417.938,204.518,63.672,3.25,91.8369,3.0,4.07475,14.8301,35.0,100.0
55,88,history,2025-11-23 23:37:00,-27.9402,154.3282,51.968,34.8405,13.0412,9.72052,92.0837,7569.0,2362.5,11.875,398.25,210.0,62.628,1.0,73.6356,3.0,3.16956,6.86655,35.0,80.0
56,88,history,2025-11-23 23:42:00,-27.9112,154.3548,46.6554,34.7633,13.5835,8.92377,100.354,7569.0,1995.89,12.625,380.812,166.324,61.34,3.25,56.867,3.0,2.21954,6.9012,35.0,80.0
57,88,history,2025-11-23 23:47:00,-27.8834,154.3893,37.6687,39.4098,13.6168,8.75734,103.865,7569.0,1572.33,10.375,374.625,161.264,60.528,3.25,43.7697,3.0,1.70814,5.06912,35.0,80.0
58,88,history,2025-11-23 23:52:00,-27.8484,154.4138,47.7568,42.7228,13.0255,7.38163,100.038,7569.0,1372.78,11.125,302.062,130.741,60.052,4.75,45.7807,3.0,1.74557,4.3521,35.0,90.0
59,89,history,2025-11-23 23:22:00,-28.1791,154.3495,57.6648,33.6049,2.71147,1.58482,24.7336,8700.0,35.4375,5.875,13.5,7.875,43.15,1.75,3.18075,0.0,0.0,0.0,35.0,0.0
60,97,history,2025-11-23 23:47:00,-28.617,154.1125,49.2542,60.423,4.3689,2.41798,40.8392,10500.0,105.469,6.625,33.1875,20.0893,48.9,2.5,7.19259,2.0,0.177749,0.0,35.0,0.0
61,97,history,2025-11-23 23:52:00,-28.6022,154.1455,47.3036,60.1792,3.22929,2.10692,21.2163,10500.0,51.8906,5.875,21.375,11.5312,42.452,1.75,2.99073,0.0,0.0,0.0,35.0,0.0
62,98,history,2025-11-23 23:47:00,-28.4468,154.3047,49.2542,60.423,21.2062,5.82585,34.8721,10200.0,2213.16,11.875,388.125,210.777,59.844,1.75,41.7382,3.0,1.53806,6.19245,35.0,90.0
63,103,history,2025-11-23 23:52:00,-28.5424,154.2698,52.2902,57.4596,7.78965,3.72366,28.795,11400.0,348.047,6.625,91.125,66.2946,51.604,1.75,9.88111,2.0,0.267363,0.0,35.0,0.0
64,103,history,2025-11-23 23:57:00,-28.5117,154.3171,59.2036,55.398,6.51497,3.24296,25.0709,11400.0,249.328,7.375,66.375,41.5547,52.572,3.25,11.9537,2.0,0.341224,0.0,35.0,0.0
65,103,history,2025-11-24 00:02:00,-28.497,154.3529,58.3929,57.0772,5.61739,2.7093,35.7245,11400.0,174.234,6.625,47.8125,33.1875,53.012,2.5,12.088,2.0,0.352918,0.0,35.0,0.0
66,103,current,2025-11-24 00:07:00,-28.4711,154.405,60.4388,59.4273,5.70106,3.67454,31.1984,11400.0,255.656,7.375,65.8125,42.6094,49.404,1.75,8.87379,2.0,0.219568,0.0,35.0,0.0
67,103,forecast,2025-11-24 00:12:00,-28.4481,154.4494,60.4388,59.4273,5.22827,3.36981,31.1984,11400.0,255.656,7.375,65.8125,42.6094,49.404,1.75,8.87379,2.0,0.219568,0.0,35.0,0.0
68,103,forecast,2025-11-24 00:17:00,-28.425,154.4937,60.4388,59.4273,4.70825,3.03464,31.1984,11400.0,255.656,7.375,65.8125,42.6094,49.404,1.75,8.87379,2.0,0.219568,0.0,35.0,0.0
69,103,forecast,2025-11-24 00:22:00,-28.402,154.538,60.4388,59.4273,4.12315,2.65752,31.1984,11400.0,255.656,7.375,65.8125,42.6094,49.404,1.75,8.87379,2.0,0.219568,0.0,35.0,0.0
70,103,forecast,2025-11-24 00:27:00,-28.3789,154.5823,60.4388,59.4273,3.43994,2.21717,31.1984,11400.0,255.656,7.375,65.8125,42.6094,49.404,1.75,8.87379,2.0,0.219568,0.0,35.0,0.0
71,103,forecast,2025-11-24 00:32:00,-28.3558,154.6266,60.4388,59.4273,2.58185,1.6641,31.1984,11400.0,255.656,7.375,65.8125,42.6094,49.404,1.75,8.87379,2.0,0.219568,0.0,35.0,0.0
72,103,forecast,2025-11-24 00:37:00,-28.3327,154.6708,60.4388,59.4273,1.22422,0.789056,31.1984,11400.0,255.656,7.375,65.8125,42.6094,49.404,1.75,8.87379,2.0,0.219568,0.0,35.0,0.0
73,104,history,2025-11-23 23:52:00,-28.3765,154.3736,52.2902,57.4596,13.5189,6.07916,49.1324,11400.0,1548.7,11.125,258.188,158.841,58.996,3.25,33.7262,3.0,1.1915,2.80951,35.0,80.0
74,104,history,2025-11-23 23:57:00,-28.3534,154.4152,56.0362,56.7202,12.3102,6.0652,51.3744,11400.0,1381.22,11.125,234.562,141.663,57.668,1.75,29.1917,3.0,0.967317,0.651561,35.0,70.0
75,104,history,2025-11-24 00:02:00,-28.327,154.4564,58.6015,56.0837,12.5848,6.01821,50.8243,11400.0,1201.92,9.625,237.938,145.688,55.476,2.5,21.7545,2.0,0.680464,0.154134,35.0,50.0
76,104,current,2025-11-24 00:07:00,-28.3136,154.4779,51.1698,55.7681,12.4532,6.05303,49.6986,11400.0,1223.86,9.625,236.812,148.347,54.972,2.5,24.4712,2.0,0.811247,1.10316,35.0,80.0
77,104,forecast,2025-11-24 00:12:00,-28.2921,154.5139,51.1698,55.7681,11.9084,5.78818,49.6986,11400.0,1223.86,9.625,236.812,148.347,54.972,2.5,24.4712,2.0,0.811247,1.10316,35.0,80.0
78,104,forecast,2025-11-24 00:17:00,-28.2705,154.5499,51.1698,55.7681,11.3373,5.51063,49.6986,11400.0,1223.86,9.625,236.812,148.347,54.972,2.5,24.4712,2.0,0.811247,1.10316,35.0,80.0
79,104,forecast,2025-11-24 00:22:00,-28.2489,154.5859,51.1698,55.7681,10.736,5.21833,49.6986,11400.0,1223.86,9.625,236.812,148.347,54.972,2.5,24.4712,2.0,0.811247,1.10316,35.0,80.0
80,104,forecast,2025-11-24 00:27:00,-28.2273,154.6218,51.1698,55.7681,10.0989,4.90865,49.6986,11400.0,1223.86,9.625,236.812,148.347,54.972,2.5,24.4712,2.0,0.811247,1.10316,35.0,80.0
81,104,forecast,2025-11-24 00:32:00,-28.2057,154.6578,51.1698,55.7681,9.41875,4.57808,49.6986,11400.0,1223.86,9.625,236.812,148.347,54.972,2.5,24.4712,2.0,0.811247,1.10316,35.0,80.0
82,104,forecast,2025-11-24 00:37:00,-28.184,154.6937,51.1698,55.7681,8.68555,4.2217,49.6986,11400.0,1223.86,9.625,236.812,148.347,54.972,2.5,24.4712,2.0,0.811247,1.10316,35.0,80.0
83,107,history,2025-11-23 23:57:00,-27.8052,154.4226,48.7619,43.6981,9.8177,8.04269,87.1105,6959.0,1348.73,12.625,248.062,112.395,60.944,2.5,62.2548,3.0,2.46673,9.37101,35.0,100.0
84,108,history,2025-11-23 23:57:00,-28.6163,154.073,60.7222,54.3984,10.7298,5.47337,41.2955,11400.0,938.25,11.125,184.5,96.2308,59.488,2.5,36.372,3.0,1.31543,1.14358,35.0,80.0
85,108,history,2025-11-24 00:02:00,-28.5868,154.114,60.2908,54.3057,11.5206,5.6261,31.1625,11400.0,801.141,8.875,203.625,106.819,53.012,1.75,15.0886,2.0,0.410696,0.0,35.0,0.0
86,108,current,2025-11-24 00:07:00,-28.5616,154.1605,57.5542,55.6045,11.0254,5.4728,27.742,11400.0,614.25,7.375,189.562,102.375,51.84,3.25,12.6903,2.0,0.376842,0.0,35.0,0.0
87,108,forecast,2025-11-24 00:12:00,-28.5373,154.201,57.5542,55.6045,10.1433,5.03496,27.742,11400.0,614.25,7.375,189.562,102.375,51.84,3.25,12.6903,2.0,0.376842,0.0,35.0,0.0
88,108,forecast,2025-11-24 00:17:00,-28.5129,154.2415,57.5542,55.6045,9.17685,4.55523,27.742,11400.0,614.25,7.375,189.562,102.375,51.84,3.25,12.6903,2.0,0.376842,0.0,35.0,0.0
89,108,forecast,2025-11-24 00:22:00,-28.4885,154.282,57.5542,55.6045,8.09583,4.01863,27.742,11400.0,614.25,7.375,189.562,102.375,51.84,3.25,12.6903,2.0,0.376842,0.0,35.0,0.0
90,108,forecast,2025-11-24 00:27:00,-28.4641,154.3225,57.5542,55.6045,6.84619,3.39833,27.742,11400.0,614.25,7.375,189.562,102.375,51.84,3.25,12.6903,2.0,0.376842,0.0,35.0,0.0
91,108,forecast,2025-11-24 00:32:00,-28.4397,154.3629,57.5542,55.6045,5.3102,2.63589,27.742,11400.0,614.25,7.375,189.562,102.375,51.84,3.25,12.6903,2.0,0.376842,0.0,35.0,0.0
92,108,forecast,2025-11-24 00:37:00,-28.4152,154.4033,57.5542,55.6045,3.08644,1.53206,27.742,11400.0,614.25,7.375,189.562,102.375,51.84,3.25,12.6903,2.0,0.376842,0.0,35.0,0.0
93,109,history,2025-11-23 23:57:00,-27.8514,154.5805,47.7522,44.2498,5.58321,2.30899,176.142,11400.0,113.062,6.625,40.5,21.5357,48.568,3.25,6.47942,2.0,0.0933498,0.0,35.0,0.0
94,109,history,2025-11-24 00:02:00,-27.8535,154.6209,49.9952,50.4896,5.45105,1.21533,4.36936,11400.0,62.8594,6.625,20.8125,11.9732,43.156,4.75,4.13879,0.0,0.0,0.0,35.0,0.0
95,109,current,2025-11-24 00:07:00,-27.8395,154.6522,45.4318,61.271,5.07144,1.83588,3.62667,11400.0,105.047,6.625,29.25,20.0089,44.532,4.75,5.06469,0.0,0.0,0.0,35.0,0.0
96,109,forecast,2025-11-24 00:12:00,-27.8232,154.686,45.4318,61.271,4.91964,1.78093,3.62667,11400.0,105.047,6.625,29.25,20.0089,44.532,4.75,5.06469,0.0,0.0,0.0,35.0,0.0
97,109,forecast,2025-11-24 00:17:00,-27.8068,154.7197,45.4318,61.271,4.76301,1.72423,3.62667,11400.0,105.047,6.625,29.25,20.0089,44.532,4.75,5.06469,0.0,0.0,0.0,35.0,0.0
98,109,forecast,2025-11-24 00:22:00,-27.7904,154.7535,45.4318,61.271,4.60105,1.6656,3.62667,11400.0,105.047,6.625,29.25,20.0089,44.532,4.75,5.06469,0.0,0.0,0.0,35.0,0.0
99,109,forecast,2025-11-24 00:27:00,-27.774,154.7872,45.4318,61.271,4.43318,1.60483,3.62667,11400.0,105.047,6.625,29.25,20.0089,44.532,4.75,5.06469,0.0,0.0,0.0,35.0,0.0
